,word1,word2,result,bert_cos
0,love,sex,6.77,0.6440552473068237
1,tiger,cat,7.35,0.8179791569709778
2,tiger,tiger,10.0,0.9999992847442627
3,book,paper,7.46,0.8049523830413818
4,computer,keyboard,7.62,
5,computer,internet,7.58,0.694782018661499
6,plane,car,5.77,
7,train,car,6.31,0.8247359991073608
8,telephone,communication,7.5,0.8179421424865723
9,television,radio,6.77,0.7465243935585022
10,media,radio,7.42,
11,drug,abuse,6.85,0.7535333633422852
12,bread,butter,6.19,0.7501557469367981
13,cucumber,potato,5.92,0.8451909422874451
14,doctor,nurse,7.0,
15,professor,doctor,6.62,
16,student,professor,6.81,0.7512118220329285
17,smart,student,4.62,
18,smart,stupid,5.81,
19,company,stock,7.08,0.8260656595230103
20,stock,market,8.08,
21,stock,phone,1.62,0.5974127054214478
22,stock,CD,1.31,0.5577728152275085
23,stock,jaguar,0.92,0.4879358112812042
24,stock,egg,1.81,0.5934022665023804
25,fertility,egg,6.69,0.7464693784713745
26,stock,live,3.73,
27,stock,life,0.92,0.6187553405761719
28,book,library,7.46,0.802772045135498
29,bank,money,8.12,0.8196133971214294
30,wood,forest,7.73,0.6839087605476379
31,money,cash,9.15,0.811068594455719
32,professor,cucumber,0.31,0.6008731722831726
33,king,cabbage,0.23,0.5929490327835083
34,king,queen,8.58,
35,king,rook,5.92,
36,bishop,rabbi,6.69,0.7548435926437378
37,Jerusalem,Israel,8.46,0.8770961761474609
38,Jerusalem,Palestinian,7.65,0.8695918321609497
39,holy,sex,1.62,0.5242496728897095
40,fuck,sex,9.44,0.5832561254501343
41,Maradona,football,8.62,0.5629358887672424
42,football,soccer,9.03,0.8862468600273132
43,football,basketball,6.81,0.7956658005714417
44,football,tennis,6.63,0.7937881946563721
45,tennis,racket,7.56,
46,Arafat,peace,6.73,0.3836093544960022
47,Arafat,terror,7.65,
48,Arafat,Jackson,2.5,
49,law,lawyer,8.38,0.6829012036323547
50,movie,star,7.38,0.471399188041687
51,movie,popcorn,6.19,0.5202025771141052
52,movie,critic,6.73,0.5114322304725647
53,movie,theater,7.92,0.5335684418678284
54,physics,proton,8.12,0.5117961168289185
55,physics,chemistry,7.35,0.594308614730835
56,space,chemistry,4.88,0.7176743149757385
57,alcohol,chemistry,5.54,0.6989122033119202
58,vodka,gin,8.46,0.7385846376419067
59,vodka,brandy,8.13,0.6927312016487122
60,drink,car,3.04,0.8256135582923889
61,drink,ear,1.31,0.6246026754379272
62,drink,mouth,5.96,0.7246400117874146
63,drink,eat,6.87,
64,baby,mother,7.85,0.3825647234916687
65,drink,mother,2.65,0.38158127665519714
66,car,automobile,8.94,0.9999995231628418
67,gem,jewel,8.96,
68,journey,voyage,9.29,
69,boy,lad,8.83,
70,coast,shore,9.1,0.9343785643577576
71,asylum,madhouse,8.87,
72,magician,wizard,9.02,
73,midday,noon,9.29,0.999999463558197
74,furnace,stove,8.79,0.8047884702682495
75,food,fruit,7.52,0.66204434633255
76,bird,cock,7.1,
77,bird,crane,7.38,
78,tool,implement,6.46,
79,brother,monk,6.27,0.7431955337524414
80,crane,implement,2.69,
81,lad,brother,4.46,
82,journey,car,5.85,
83,monk,oracle,5.0,0.7373366951942444
84,cemetery,woodland,2.08,0.7189155220985413
85,food,rooster,4.42,0.6091116666793823
86,coast,hill,4.38,0.779201090335846
87,forest,graveyard,1.85,0.6968626379966736
88,shore,woodland,3.08,0.7752162218093872
89,monk,slave,0.92,0.7325897812843323
90,coast,forest,3.15,0.7548648715019226
91,lad,wizard,0.92,
92,chord,smile,0.54,
93,glass,magician,2.08,
94,noon,string,0.54,
95,rooster,voyage,0.62,
96,money,dollar,8.42,0.730691134929657
97,money,cash,9.08,0.811068594455719
98,money,currency,9.04,0.8603827357292175
99,money,wealth,8.27,0.8406041264533997
100,money,property,7.57,0.7937296628952026
101,money,possession,7.29,
102,money,bank,8.5,0.8196133971214294
103,money,deposit,7.73,
104,money,withdrawal,6.88,
105,money,laundering,5.65,0.7852655649185181
106,money,operation,3.31,
107,tiger,jaguar,8.0,0.9155371785163879
108,tiger,feline,8.0,
109,tiger,carnivore,7.08,0.6232101917266846
110,tiger,mammal,6.85,0.6940392255783081
111,tiger,animal,7.0,0.5898385047912598
112,tiger,organism,4.77,0.5365388989448547
113,tiger,fauna,5.62,0.5984130501747131
114,tiger,zoo,5.87,0.6474065184593201
115,psychology,psychiatry,8.08,0.7806897163391113
116,psychology,anxiety,7.0,0.6572197675704956
117,psychology,fear,6.85,0.6635732054710388
118,psychology,depression,7.42,
119,psychology,clinic,6.58,0.6127877235412598
120,psychology,doctor,6.42,
121,psychology,Freud,8.21,0.6020012497901917
122,psychology,mind,7.69,0.7769749164581299
123,psychology,health,7.23,0.7140572667121887
124,psychology,science,6.71,0.7468720078468323
125,psychology,discipline,5.58,0.6622193455696106
126,psychology,cognition,7.48,0.8138172626495361
127,planet,star,8.45,0.8789132833480835
128,planet,constellation,8.06,0.8438249230384827
129,planet,moon,8.08,0.8085631132125854
130,planet,sun,8.02,0.671878457069397
131,planet,galaxy,8.11,0.8674776554107666
132,planet,space,7.92,0.7006407380104065
133,planet,astronomer,7.94,0.7523917555809021
134,precedent,example,5.85,
135,precedent,information,3.85,0.7263287901878357
136,precedent,cognition,2.81,0.6951353549957275
137,precedent,law,6.65,0.7730333209037781
138,precedent,collection,2.5,
139,precedent,group,1.77,
140,precedent,antecedent,6.04,
141,cup,coffee,6.58,0.7311176061630249
142,cup,tableware,6.85,0.8202245235443115
143,cup,article,2.4,
144,cup,artifact,2.92,
145,cup,object,3.69,
146,cup,entity,2.15,
147,cup,drink,7.25,0.8225119113922119
148,cup,food,5.0,0.7572528719902039
149,cup,substance,1.92,
150,cup,liquid,5.9,0.7640250325202942
151,jaguar,cat,7.42,0.8612646460533142
152,jaguar,car,7.27,0.5645253658294678
153,energy,secretary,1.81,0.7036316394805908
154,secretary,senate,5.06,0.7082841992378235
155,energy,laboratory,5.09,0.7801697850227356
156,computer,laboratory,6.78,0.7411148548126221
157,weapon,secret,6.06,
158,FBI,fingerprint,6.94,0.5434253811836243
159,FBI,investigation,8.31,
160,investigation,effort,4.59,
161,Mars,water,2.94,0.6380420327186584
162,Mars,scientist,5.63,0.6043024063110352
163,news,report,8.16,0.6488485336303711
164,canyon,landscape,7.53,0.7702388167381287
165,image,surface,4.56,0.8247220516204834
166,discovery,space,6.34,
167,water,seepage,6.56,0.7022852897644043
168,sign,recess,2.38,
169,Wednesday,news,2.22,0.5542792081832886
170,mile,kilometer,8.66,0.8631054162979126
171,computer,news,4.47,0.4967908263206482
172,territory,surface,5.34,0.7728551030158997
173,atmosphere,landscape,3.69,0.7607386112213135
174,president,medal,3.0,
175,war,troops,8.13,0.6090748310089111
176,record,number,6.31,
177,skin,eye,6.22,0.6707741022109985
178,Japanese,American,6.5,
179,theater,history,3.91,0.7373824119567871
180,volunteer,motto,2.56,0.7812167406082153
181,prejudice,recognition,3.0,
182,decoration,valor,5.63,
183,century,year,7.59,0.7147778868675232
184,century,nation,3.16,0.4518081843852997
185,delay,racism,1.19,
186,delay,news,3.31,
187,minister,party,6.63,
188,peace,plan,4.75,0.664580225944519
189,minority,peace,3.69,
190,attempt,peace,4.25,0.6628850698471069
191,government,crisis,6.56,0.7995513677597046
192,deployment,departure,4.25,
193,deployment,withdrawal,5.88,
194,energy,crisis,5.94,0.7205439805984497
195,announcement,news,7.56,
196,announcement,effort,2.75,
197,stroke,hospital,7.03,0.6724438071250916
198,disability,death,5.47,0.6991322636604309
199,victim,emergency,6.47,
200,treatment,recovery,7.91,
201,journal,association,4.97,
202,doctor,personnel,5.0,
203,doctor,liability,5.19,
204,liability,insurance,7.03,
205,school,center,3.44,
206,reason,hypertension,2.31,0.6488898992538452
207,reason,criterion,5.91,
208,hundred,percent,7.38,0.8023253679275513
209,Harvard,Yale,8.13,0.8655070662498474
210,hospital,infrastructure,4.63,0.7608143091201782
211,death,row,5.25,
212,death,inmate,5.03,0.5029603242874146
213,lawyer,evidence,6.69,0.6584969162940979
214,life,death,7.88,0.8282971382141113
215,life,term,4.5,
216,word,similarity,4.75,
217,board,recommendation,4.47,
218,governor,interview,3.25,0.654244065284729
219,OPEC,country,5.63,0.6193735599517822
220,peace,atmosphere,3.69,0.6140408515930176
221,peace,insurance,2.94,0.6689358949661255
222,territory,kilometer,5.28,0.6488639116287231
223,travel,activity,5.0,
224,competition,price,6.44,0.7896715998649597
225,consumer,confidence,4.13,0.720537006855011
226,consumer,energy,4.75,0.7540441155433655
227,problem,airport,2.38,0.6222979426383972
228,car,flight,4.94,0.7498535513877869
229,credit,card,8.06,
230,credit,information,5.31,0.7487666010856628
231,hotel,reservation,8.03,
232,grocery,money,5.94,0.7732588648796082
233,registration,arrangement,6.0,
234,arrangement,accommodation,5.41,
235,month,hotel,1.81,0.6958032846450806
236,type,kind,8.97,
237,arrival,hotel,6.0,
238,bed,closet,6.72,0.800438404083252
239,closet,clothes,8.0,0.8052301406860352
240,situation,conclusion,4.81,
241,situation,isolation,3.88,
242,impartiality,interest,5.16,0.6968535780906677
243,direction,combination,2.25,
244,street,place,6.44,
245,street,avenue,8.88,
246,street,block,6.88,
247,street,children,4.94,0.6654374599456787
248,listing,proximity,2.56,
249,listing,category,6.38,
250,cell,phone,7.81,
251,production,hike,1.75,
252,benchmark,index,4.25,
253,media,trading,3.88,
254,media,gain,2.88,
255,dividend,payment,7.63,0.8639773726463318
256,dividend,calculation,6.48,0.7524238228797913
257,calculation,computation,8.44,0.8845908045768738
258,currency,market,7.5,
259,OPEC,oil,8.59,0.6601279377937317
260,oil,stock,6.34,0.6533845663070679
261,announcement,production,3.38,
262,announcement,warning,6.0,
263,profit,warning,3.88,
264,profit,loss,7.63,
265,dollar,yen,7.78,0.7633402347564697
266,dollar,buck,9.22,
267,dollar,profit,7.38,
268,dollar,loss,6.09,
269,computer,software,8.5,0.8933785557746887
270,network,hardware,8.31,
271,phone,equipment,7.13,0.7182284593582153
272,equipment,maker,5.91,
273,luxury,car,6.47,
274,five,month,3.38,0.7434244155883789
275,report,gain,3.63,
276,investor,earning,7.13,
277,liquid,water,7.89,0.7840830683708191
278,baseball,season,5.97,0.5955508351325989
279,game,victory,7.03,0.7677775025367737
280,game,team,7.69,0.7773268818855286
281,marathon,sprint,7.47,
282,game,series,6.19,
283,game,defeat,6.97,
284,seven,series,3.56,
285,seafood,sea,7.47,0.677311897277832
286,seafood,food,8.34,0.8266638517379761
287,seafood,lobster,8.7,0.6720339059829712
288,lobster,food,7.81,0.5823563933372498
289,lobster,wine,5.7,0.5761192440986633
290,food,preparation,6.22,
291,video,archive,6.34,0.7338178157806396
292,start,year,4.06,
293,start,match,4.47,
294,game,round,5.97,
295,boxing,round,7.61,
296,championship,tournament,8.36,0.8722155690193176
297,fighting,defeating,7.41,
298,line,insurance,2.69,
299,day,summer,3.94,0.6436561942100525
300,summer,drought,7.16,0.7049109935760498
301,summer,nature,5.63,0.6015408635139465
302,day,dawn,7.53,0.6911123394966125
303,nature,environment,8.31,
304,environment,ecology,8.81,
305,nature,man,6.25,0.6056410670280457
306,man,woman,8.3,0.8556720614433289
307,man,governor,5.25,0.611343502998352
308,murder,manslaughter,8.53,0.8070163130760193
309,soap,opera,7.94,0.5783135890960693
310,opera,performance,6.88,0.6269709467887878
311,life,lesson,5.94,0.6588881611824036
312,focus,life,4.06,
313,production,crew,6.25,
314,television,film,7.72,0.8158127069473267
315,lover,quarrel,6.19,
316,viewer,serial,2.97,
317,possibility,girl,1.94,
318,population,development,3.75,
319,morality,importance,3.31,
320,morality,marriage,3.69,0.5673642158508301
321,Mexico,Brazil,7.44,0.8199450969696045
322,gender,equality,6.41,
323,change,attitude,5.44,
324,family,planning,6.25,0.6942052245140076
325,opera,industry,2.63,0.703521192073822
326,sugar,approach,0.88,
327,practice,institution,3.19,
328,ministry,culture,4.69,
329,problem,challenge,6.75,
330,size,prominence,5.31,0.6737844347953796
331,country,citizen,7.31,0.7741016745567322
332,planet,people,5.75,0.6999189257621765
333,development,issue,3.97,
334,experience,music,3.47,0.7322395443916321
335,music,project,3.63,0.7493265867233276
336,glass,metal,5.56,0.8097413182258606
337,aluminum,metal,7.83,0.72234708070755
338,chance,credibility,3.88,
339,exhibit,memorabilia,5.31,
340,concert,virtuoso,6.81,0.6975185871124268
341,rock,jazz,7.59,
342,museum,theater,7.19,0.8007662892341614
343,observation,architecture,4.38,0.62646484375
344,space,world,6.53,0.638828456401825
345,preservation,world,6.19,
346,admission,ticket,7.69,
347,shower,thunderstorm,6.31,0.7034573554992676
348,shower,flood,6.03,0.763590931892395
349,weather,forecast,8.34,
350,disaster,area,6.25,0.6247549057006836
351,governor,office,6.34,0.7585179209709167
352,architecture,century,3.78,0.5272486209869385
